gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound
ENSG00000225803.1	ENST00000437558.1	522	273.99	0	0	0	0	0	0.05	0.05	4.46E-07	0.142277	8.05E-07	0.143818
ENSG00000234104.1	ENST00000432942.1	512	263.99	0	0	0	0	0	0.05	0.05	8.78E-07	0.148334	8.87E-07	0.149922
ENSG00000132635.12	"ENST00000356872.3,ENST00000360652.2,ENST00000439542.1,ENST00000448755.1,ENST00000474714.1,ENST00000487501.2"	1902.57	1654.5	1066	8.51	8.5	1066	0	8.62	8.71	8.00528	9.26987	8.09015	9.36934
ENSG00000225127.2	"ENST00000420705.1,ENST00000455890.2,ENST00000593272.1"	736.33	488.33	0	0	0	0	0	0.16	0.17	0.0086795	0.406994	0.00868896	0.411396
ENSG00000235065.1	ENST00000421023.1	475	227.01	0	0	0	0	0	0.06	0.06	2.03E-06	0.169928	2.05E-06	0.17174
ENSG00000054796.8	"ENST00000345868.4,ENST00000371260.4,ENST00000371263.3,ENST00000418127.1,ENST00000494972.1"	1410.2	1162.12	0	0	0	0	0	0.06	0.07	0.0135783	0.12702	0.0137271	0.128377
ENSG00000088970.11	"ENST00000246027.8,ENST00000419359.1,ENST00000423272.1,ENST00000424111.2,ENST00000427692.2,ENST00000428699.1,ENST00000432487.2,ENST00000441136.1,ENST00000445992.1,ENST00000447448.1,ENST00000451772.1,ENST00000457464.1,ENST00000458446.2"	2312.6	2064.52	1503	9.62	9.6	1503	0	10.03	10.13	9.33504	10.7592	9.43751	10.8766
ENSG00000087495.12	"ENST00000355648.4,ENST00000359926.3,ENST00000361300.4,ENST00000371015.1,ENST00000395636.2,ENST00000395639.4,ENST00000434923.1,ENST00000473657.1,ENST00000492611.1,ENST00000541461.1"	2059.7	1811.63	0	0	0	0	0	0.11	0.11	0.0302099	0.202154	0.0305083	0.204294
ENSG00000199509.1	ENST00000362639.1	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228604.3	"ENST00000425746.2,ENST00000434043.2"	591	343.01	0	0	0	0	0	0.12	0.12	0.00110986	0.304203	0.00112187	0.307585
ENSG00000232712.2	"ENST00000433213.2,ENST00000443753.1,ENST00000591761.1"	2364	2115.94	0	0	0	0	0	0.06	0.06	0.00186659	0.144951	0.00170649	0.146345
ENSG00000214535.3	ENST00000457423.1	391	143.08	1	0.09	0.09	1	0	0.18	0.18	0.00371039	0.437204	0.00353084	0.441703
ENSG00000226875.1	ENST00000437614.1	612	363.96	0	0	0	0	0	0.04	0.04	3.05E-06	0.108938	5.78E-09	0.110122
ENSG00000124104.14	"ENST00000342644.5,ENST00000344780.4,ENST00000372541.1,ENST00000372542.1,ENST00000372547.5,ENST00000462307.1,ENST00000465997.1,ENST00000466252.1,ENST00000472219.1,ENST00000478230.1,ENST00000486336.1,ENST00000491381.1"	1517.1	1269.03	84	0.87	0.87	84	0	1.04	1.05	0.726606	1.37025	0.73257	1.38316
ENSG00000225280.2	"ENST00000419666.2,ENST00000552439.1"	359.5	135.99	0	0	0	0	0	0.05	0.05	6.86E-07	0.14464	6.93E-07	0.146195
ENSG00000223128.1	ENST00000411196.1	284	36.9	0	0	0	0	0	0.35	0.36	4.83E-06	1.05041	3.08E-07	1.06191
ENSG00000226405.1	ENST00000421090.1	382	134.09	0	0	0	0	0	0.1	0.1	4.43E-06	0.292859	4.48E-06	0.295986
ENSG00000227693.1	ENST00000447621.1	574	325.97	0	0	0	0	0	0.04	0.04	5.00E-07	0.120152	5.05E-07	0.121444
ENSG00000258197.1	ENST00000549659.1	638	389.95	0	0	0	0	0	0.03	0.03	7.01E-08	0.0994911	7.08E-08	0.100567
ENSG00000233492.1	ENST00000431034.1	449	201.03	0	0	0	0	0	0.06	0.07	2.30E-06	0.19443	2.33E-06	0.196542
ENSG00000233015.1	ENST00000412123.1	775	526.93	0	0	0	0	0	0.02	0.02	8.99E-08	0.0739008	2.24E-06	0.0747145
ENSG00000227063.4	"ENST00000484902.1,ENST00000546176.1"	306	58.25	87778.9	19908.25	19875.85	87780.6	29.61	19624.75	19827.91	19495	19752.6	19707.1	19971.4
ENSG00000238034.1	ENST00000438222.1	569	320.97	0	0	0	0	0	0.04	0.04	1.79E-06	0.121449	1.81E-06	0.122805
ENSG00000234435.1	ENST00000449427.1	520	271.99	0	0	0	0	0	0.05	0.05	5.98E-08	0.143212	6.05E-08	0.144764
ENSG00000234862.1	ENST00000439450.1	439	191.04	0	0	0	0	0	0.07	0.07	4.53E-07	0.203824	4.58E-07	0.20602
ENSG00000225170.2	ENST00000413920.2	1403	1154.92	0	0	0	0	0	0.01	0.01	1.98E-07	0.0337928	2.01E-07	0.0341632
ENSG00000101146.8	"ENST00000371242.2,ENST00000395840.2,ENST00000395841.2,ENST00000411894.1,ENST00000429339.1,ENST00000452119.1,ENST00000462438.1,ENST00000492498.1,ENST00000527947.1"	2084.28	1836.21	3547	25.52	25.48	3547	0	25.31	25.58	23.0268	27.6391	23.2679	27.9292
ENSG00000225321.1	ENST00000420928.1	504	256	0	0	0	0	0	0.05	0.05	2.57E-06	0.153057	2.60E-06	0.154744
ENSG00000270838.1	ENST00000603683.1	238	6.15	0	0	0	0	0	2.12	2.14	4.30E-05	6.3472	4.35E-05	6.41755
ENSG00000204684.2	ENST00000377121.1	1666	1417.92	0	0	0	0	0	0.01	0.01	1.10E-07	0.0273929	1.11E-07	0.0276895
ENSG00000215305.5	"ENST00000380443.3,ENST00000380445.3,ENST00000380469.3,ENST00000417508.1,ENST00000453689.1,ENST00000466415.1,ENST00000481812.2,ENST00000487461.1"	2323.77	2075.69	2299.45	14.63	14.61	2307.55	15.32	14.69	14.84	13.8746	15.5144	14.0289	15.6868
ENSG00000259974.2	"ENST00000420070.1,ENST00000564492.1,ENST00000609300.1"	4912	4663.92	40	0.11	0.11	40	0	0.2	0.2	0.09741	0.338684	0.0977207	0.341616
ENSG00000237396.1	ENST00000422494.1	659	410.95	0	0	0	0	0	0.03	0.03	5.73E-07	0.0952928	5.78E-07	0.096301
ENSG00000230400.1	"ENST00000437696.1,ENST00000441568.1"	2320	2071.92	20	0.13	0.13	20	0	0.17	0.17	0.0879947	0.273848	0.0889447	0.276776
ENSG00000215553.3	ENST00000451602.1	1288	1039.92	0	0	0	0	0	0.01	0.01	3.70E-07	0.0374846	3.74E-07	0.0378859
ENSG00000265151.1	ENST00000581262.1	92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213882.2	ENST00000396692.2	399	151.07	0	0	0	0	0	0.09	0.09	6.68E-09	0.260496	6.76E-09	0.263318
ENSG00000228935.1	ENST00000415260.1	2043	1794.92	0	0	0	0	0	0.01	0.01	1.15E-07	0.0218458	1.17E-07	0.0220876
ENSG00000230492.1	ENST00000440798.1	719	470.94	0	0	0	0	0	0.03	0.03	1.97E-06	0.0832552	1.99E-06	0.0841693
ENSG00000234646.1	"ENST00000419734.1,ENST00000440921.1"	398.5	150.57	0	0	0	0	0	0.17	0.18	0.00341425	0.413251	0.00337249	0.417638
ENSG00000256492.1	ENST00000539654.1	192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233746.1	ENST00000443744.1	1896	1647.92	83	0.67	0.66	83	0	0.66	0.67	0.526668	0.809314	0.529792	0.815439
ENSG00000201527.1	ENST00000364657.1	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230387.1	ENST00000411595.1	556	307.98	0	0	0	0	0	0.04	0.04	2.19E-07	0.127278	2.21E-07	0.128658
ENSG00000234832.1	ENST00000442884.1	814	565.93	5	0.12	0.12	5	0	0.14	0.14	0.0391197	0.250025	0.0415444	0.254728
ENSG00000232645.1	"ENST00000442440.1,ENST00000444981.1,ENST00000452395.1"	491	243	0	0	0	0	0	0.16	0.16	0.0161236	0.351016	0.0155525	0.354057
ENSG00000101473.12	"ENST00000217455.4,ENST00000426915.1,ENST00000457981.1,ENST00000461272.1,ENST00000481938.1,ENST00000483141.1,ENST00000484783.1,ENST00000484975.1,ENST00000486165.1,ENST00000487205.1,ENST00000488679.1,ENST00000493118.1"	979.39	731.32	1926	34.79	34.73	1926	0	34.54	34.9	32.4651	36.5597	32.8204	36.9586
ENSG00000201728.1	ENST00000364858.1	117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200208.1	ENST00000363338.1	102	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226344.1	ENST00000457644.1	362	114.12	0	0	0	0	0	0.11	0.12	1.03E-07	0.341123	1.04E-07	0.344719
ENSG00000260202.1	ENST00000564051.1	1186	937.92	0	0	0	0	0	0.01	0.01	5.53E-07	0.0413183	5.59E-07	0.0417521
ENSG00000204663.5	"ENST00000376992.2,ENST00000400563.2,ENST00000413633.1"	912.33	664.29	0	0	0	0	0	0.1	0.1	0.00545608	0.250519	0.00544886	0.253199
ENSG00000204662.2	ENST00000376987.1	444	196.03	0	0	0	0	0	0.07	0.07	6.75E-08	0.201712	6.82E-08	0.203884
ENSG00000204658.5	ENST00000437612.1	320	72.19	0	0	0	0	0	0.18	0.18	9.11E-07	0.543413	9.21E-07	0.549299
ENSG00000270001.1	ENST00000602977.1	491	243	0	0	0	0	0	0.05	0.05	4.82E-07	0.161317	4.87E-07	0.163067
ENSG00000225056.1	ENST00000450971.1	436	188.04	0	0	0	0	0	0.07	0.07	9.39E-07	0.207313	9.49E-07	0.209582
ENSG00000232595.1	ENST00000425770.1	87	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230908.1	ENST00000437012.1	797	548.93	0	0	0	0	0	0.02	0.02	1.25E-07	0.0711245	1.27E-07	0.07188
ENSG00000228476.1	ENST00000433681.1	419	171.05	0	0	0	0	0	0.08	0.08	3.35E-06	0.227899	1.68E-07	0.230381
ENSG00000236168.1	ENST00000447582.1	150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167390.8	ENST00000419331.2	1163	914.92	0	0	0	0	0	0.01	0.01	2.97E-07	0.0417836	3.00E-07	0.0422246
ENSG00000236151.1	ENST00000457224.1	534	285.98	0	0	0	0	0	0.05	0.05	5.02E-07	0.135446	5.07E-07	0.13696
ENSG00000230133.1	ENST00000457274.1	2376	2127.92	0	0	0	0	0	0.01	0.01	8.53E-09	0.0183999	8.62E-09	0.0186029
ENSG00000200231.1	ENST00000363361.1	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232200.2	ENST00000453921.2	602	353.96	0	0	0	0	0	0.04	0.04	8.19E-07	0.110007	8.29E-07	0.111217
ENSG00000234069.1	ENST00000458397.1	924	675.92	0	0	0	0	0	0.02	0.02	6.43E-07	0.0577564	6.50E-07	0.0583893
ENSG00000228539.1	ENST00000458461.1	823	574.92	0	0	0	0	0	0.02	0.02	1.25E-08	0.0680166	1.26E-08	0.0687695
ENSG00000231015.1	ENST00000432834.1	805	556.93	0	0	0	0	0	0.02	0.02	1.16E-06	0.0692251	1.18E-06	0.0699751
ENSG00000207355.1	ENST00000384625.1	110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225069.2	"ENST00000256654.8,ENST00000430871.2"	743.5	495.44	0	0	0	0	0	0.05	0.05	0.000949655	0.13069	0.000959856	0.13211
ENSG00000230725.1	"ENST00000426854.1,ENST00000438287.1,ENST00000440357.1,ENST00000454676.1"	1067.75	819.89	0	0	0	0	0	0.49	0.5	0.0359213	1.14831	0.033114	1.15751
ENSG00000225344.1	ENST00000440642.1	895	646.92	0	0	0	0	0	0.02	0.02	1.54E-07	0.0607629	1.55E-07	0.0614244
ENSG00000202414.1	ENST00000365544.1	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227379.2	ENST00000414143.1	492	244	1	0.05	0.05	1	0	0.11	0.11	0.00197742	0.253877	0.00178553	0.256422
ENSG00000251883.1	ENST00000516074.1	71	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213742.2	"ENST00000414393.1,ENST00000420803.1,ENST00000421829.1,ENST00000428254.1,ENST00000439498.1,ENST00000455791.1"	1848.32	1600.26	205	1.69	1.69	205	0	1.83	1.84	1.43769	2.25438	1.4549	2.28049
ENSG00000256222.1	ENST00000543500.1	1383	1134.92	0	0	0	0	0	0.01	0.01	3.08E-07	0.0342596	3.11E-07	0.0346308
ENSG00000242236.1	ENST00000470590.1	286	38.77	0	0	0	0	0	0.34	0.34	1.72E-05	1.00627	1.73E-05	1.01708
ENSG00000236542.1	ENST00000456611.1	530	281.99	0	0	0	0	0	0.05	0.05	9.97E-08	0.135955	1.01E-07	0.137426
ENSG00000230772.1	ENST00000431580.1	830	581.92	3	0.07	0.07	3	0	0.09	0.09	0.0170888	0.178357	0.0171201	0.180151
ENSG00000226465.1	ENST00000376445.3	320	72.19	0	0	0	0	0	0.18	0.18	1.34E-05	0.544284	1.36E-05	0.550114
ENSG00000250090.1	ENST00000510553.1	222	2.25	0	0	0	0	0	5.8	5.86	7.97E-05	17.3405	8.05E-05	17.5248
ENSG00000228593.1	ENST00000456646.1	183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226203.1	ENST00000449316.1	4604	4355.92	0	0	0	0	0	0	0	3.68E-09	0.00888434	3.72E-09	0.00898039
ENSG00000231081.1	ENST00000448580.1	542	293.98	0	0	0	0	0	0.04	0.04	6.26E-07	0.131097	6.32E-07	0.132527
ENSG00000204556.4	ENST00000376401.4	353	105.13	0	0	0	0	0	0.12	0.13	2.24E-06	0.376422	2.27E-06	0.380637
ENSG00000132819.12	"ENST00000342690.4,ENST00000344785.6,ENST00000356208.5,ENST00000371219.2,ENST00000440234.2"	2213.39	1965.31	8798	59.14	59.04	8798	0	58.39	59	56.9748	59.796	57.6005	60.4494
ENSG00000125804.9	"ENST00000376398.2,ENST00000389261.3,ENST00000415411.1,ENST00000439881.1,ENST00000471057.1,ENST00000482133.1"	1351.5	1103.48	0	0	0	0	0	0.25	0.26	0.0466261	0.508129	0.0469096	0.513456
ENSG00000240108.1	"ENST00000478176.1,ENST00000486162.1"	406	158.06	11	0.92	0.92	11	0	1.54	1.56	0.586708	2.68976	0.592632	2.71853
ENSG00000230440.1	ENST00000416563.1	271	25.5	0	0	0	0	0	0.51	0.52	1.07E-06	1.52714	1.08E-06	1.54414
ENSG00000227195.4	"ENST00000385250.1,ENST00000427348.1,ENST00000432499.1,ENST00000593517.1,ENST00000594130.1,ENST00000594135.1,ENST00000594150.1,ENST00000595300.1,ENST00000596058.1,ENST00000596111.1,ENST00000596223.1,ENST00000596537.1,ENST00000596717.1,ENST00000596767.1,ENST00000597267.1,ENST00000597361.1,ENST00000597979.1,ENST00000598150.1,ENST00000598448.1,ENST00000598451.1,ENST00000600222.1,ENST00000600225.1,ENST00000600263.1,ENST00000601079.1,ENST00000601119.1,ENST00000601850.1,ENST00000601901.1,ENST00000608084.1,ENST00000608487.1,ENST00000608521.1,ENST00000609012.1,ENST00000609044.1,ENST00000609202.1,ENST00000609248.1,ENST00000609687.1,ENST00000609914.1,ENST00000610014.1"	675.92	432.06	0	0	0	0	0	1.17	1.19	0.789347	1.58579	0.798343	1.60332
ENSG00000196074.8	"ENST00000357552.3,ENST00000371001.2,ENST00000412613.1,ENST00000425931.1,ENST00000446834.1,ENST00000461538.1,ENST00000471331.1,ENST00000474749.1,ENST00000476314.1"	1778.14	1530.09	124	1.07	1.07	124	0	1.3	1.31	0.892656	1.72624	0.903161	1.74552
ENSG00000238129.1	ENST00000416638.1	626	377.96	14	0.49	0.49	14	0	0.52	0.52	0.270481	0.781978	0.273604	0.790673
ENSG00000204555.2	ENST00000376400.2	179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205611.3	ENST00000380888.3	3328	3079.92	49	0.21	0.21	49	0	0.21	0.21	0.155726	0.272881	0.157399	0.27582
ENSG00000225490.1	ENST00000454331.1	553	304.98	9	0.39	0.39	9	0	0.43	0.43	0.180922	0.693851	0.183116	0.70157
ENSG00000200325.1	ENST00000363455.1	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231934.1	"ENST00000432067.1,ENST00000445151.1"	589.5	341.48	0	0	0	0	0	0.09	0.09	0.00148584	0.220286	0.000650455	0.221766
ENSG00000221319.1	ENST00000408392.1	139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238151.1	ENST00000418346.1	262	18.67	6	4.25	4.24	6	0	4.88	4.93	1.63555	8.552	1.64375	8.63548
ENSG00000215546.2	ENST00000400550.2	698	449.94	0	0	0	0	0	0.03	0.03	4.45E-07	0.0858647	4.50E-07	0.0867943
ENSG00000224628.2	ENST00000445194.2	1519	1270.92	1.16	0.01	0.01	1.27	0.44	0.02	0.02	0.000783659	0.0546256	0.000444475	0.0548704
ENSG00000237929.1	ENST00000458430.1	332	84.17	0	0	0	0	0	0.15	0.16	1.84E-07	0.461447	1.86E-07	0.466485
ENSG00000236121.1	ENST00000433254.1	2404	2155.92	0	0	0	0	0	0.01	0.01	5.41E-07	0.01804	5.47E-07	0.0182339
ENSG00000252649.1	ENST00000516840.1	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212717.2	"ENST00000391409.1,ENST00000602356.1"	135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212134.1	ENST00000390832.1	128	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204547.6	"ENST00000433453.1,ENST00000545884.1,ENST00000569013.1"	331.33	100.45	0	0	0	0	0	0.31	0.31	0.00323602	0.82637	0.00407439	0.836078
ENSG00000233354.1	ENST00000435497.1	587	338.97	0	0	0	0	0	0.04	0.04	2.00E-06	0.114051	7.36E-08	0.115265
ENSG00000101898.5	ENST00000394552.2	546	297.98	195	8.64	8.63	195	0	8.57	8.65	7.39309	9.78409	7.48076	9.8975
ENSG00000235313.1	ENST00000421894.1	356	108.13	0	0	0	0	0	0.12	0.12	4.82E-06	0.36165	4.87E-06	0.365455
ENSG00000230613.1	ENST00000412178.1	489	241	11	0.6	0.6	11	0	0.65	0.66	0.312669	1.02536	0.31185	1.03221
ENSG00000201770.1	ENST00000364900.1	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264395.1	ENST00000578262.1	55	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236559.1	ENST00000412972.1	374	126.1	0	0	0	0	0	0.1	0.1	1.04E-06	0.31314	1.05E-06	0.316549
ENSG00000230801.1	ENST00000428124.1	247	9.82	0	0	0	0	0	1.33	1.34	3.69E-05	3.96733	3.73E-05	4.00994
ENSG00000199497.1	ENST00000362627.1	173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252623.1	ENST00000516814.1	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226239.1	ENST00000449519.1	2013	1764.92	0	0	0	0	0	0.01	0.01	4.36E-08	0.0220876	4.41E-08	0.0223256
ENSG00000212571.1	ENST00000391269.1	118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265736.1	ENST00000583886.1	98	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224452.1	ENST00000426934.1	401	153.07	0	0	0	0	0	0.09	0.09	8.41E-07	0.253642	8.50E-07	0.256476
ENSG00000235217.5	"ENST00000400643.2,ENST00000476365.2,ENST00000565928.1"	2659.95	2411.86	20	0.11	0.11	20	0	0.14	0.14	0.0693643	0.2211	0.0701303	0.223511
ENSG00000221667.1	ENST00000408740.1	53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264308.1	ENST00000581364.1	89	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236772.1	ENST00000442179.1	986	737.92	0	0	0	0	0	0.02	0.02	5.36E-08	0.053346	5.41E-08	0.0539402
ENSG00000233293.1	ENST00000413983.1	469	221.02	0	0	0	0	0	0.06	0.06	1.64E-06	0.177285	1.66E-06	0.179201
ENSG00000228156.1	ENST00000457213.1	370	122.1	0	0	0	0	0	0.11	0.11	2.12E-06	0.322591	2.15E-06	0.325975
ENSG00000198547.4	"ENST00000360785.4,ENST00000608990.1"	4792	4543.92	763	2.22	2.21	763	0	2.19	2.21	2.03625	2.34686	2.059	2.37299
ENSG00000175730.7	"ENST00000317045.6,ENST00000417822.2"	2094	1845.92	34.49	0.25	0.25	34.68	3.78	0.29	0.29	0.177379	0.414263	0.179368	0.41888
ENSG00000260536.1	ENST00000565572.1	459	211.02	0	0	0	0	0	0.06	0.06	2.52E-06	0.185091	2.55E-06	0.187092
ENSG00000260257.1	ENST00000569087.1	1710	1461.92	536	4.84	4.84	536	0	4.78	4.83	4.38591	5.18899	4.43081	5.24257
ENSG00000214245.3	ENST00000445368.1	636	387.95	0	0	0	0	0	0.03	0.03	1.82E-07	0.101343	1.84E-07	0.102459
ENSG00000263856.1	ENST00000579962.1	83	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237662.1	ENST00000417727.1	557	308.98	0	0	0	0	0	0.04	0.04	3.65E-07	0.126735	3.69E-07	0.128104
ENSG00000183566.6	"ENST00000375465.3,ENST00000420169.1,ENST00000603168.1,ENST00000605211.1"	908	659.94	0	0	0	0	0	0.1	0.1	0.0151575	0.209915	0.0153242	0.212212
ENSG00000224876.1	ENST00000419613.1	366	118.11	0	0	0	0	0	0.11	0.11	4.62E-06	0.331941	4.67E-06	0.335561
ENSG00000233106.1	ENST00000440080.1	396	148.07	0	0	0	0	0	0.09	0.09	1.40E-06	0.264134	7.92E-06	0.26708
ENSG00000233146.1	ENST00000457066.1	1099	850.92	0	0	0	0	0	0.02	0.02	5.92E-07	0.0460892	5.99E-07	0.0465886
ENSG00000125997.5	"ENST00000246222.3,ENST00000420264.1"	861.5	613.45	0	0	0	0	0	0.06	0.06	0.000832455	0.149182	0.000501166	0.150437
ENSG00000264923.1	ENST00000578559.1	250	11.32	0	0	0	0	0	1.15	1.16	8.41E-06	3.47059	8.50E-06	3.50756
ENSG00000272521.1	ENST00000607224.1	345	97.14	0	0	0	0	0	0.13	0.14	1.17E-06	0.403191	1.18E-06	0.407557
ENSG00000271803.1	ENST00000606866.1	440	192.03	0	0	0	0	0	0.07	0.07	1.24E-07	0.200636	1.25E-07	0.202726
ENSG00000229188.2	ENST00000441029.2	401	153.07	0	0	0	0	0	0.09	0.09	4.37E-06	0.254671	4.42E-06	0.257409
ENSG00000230837.1	ENST00000413849.1	377	129.1	0	0	0	0	0	0.1	0.1	1.88E-07	0.300299	1.90E-07	0.30353
ENSG00000230753.1	"ENST00000423074.1,ENST00000439444.1,ENST00000443171.1"	511	263.01	0	0	0	0	0	0.17	0.17	0.0157269	0.361158	0.0158664	0.365034
ENSG00000214200.2	ENST00000397772.2	723	474.94	0	0	0	0	0	0.03	0.03	3.68E-07	0.0823437	3.72E-07	0.0832539
ENSG00000228958.1	ENST00000425307.1	415	167.06	0	0	0	0	0	0.08	0.08	3.95E-07	0.231681	3.99E-07	0.234232
ENSG00000228265.1	"ENST00000419662.1,ENST00000432859.1,ENST00000440595.1"	646.08	398.03	128	4.25	4.24	128	0	4.37	4.42	3.60018	5.19287	3.64038	5.24992
ENSG00000228386.2	ENST00000451556.2	603	354.96	0	0	0	0	0	0.04	0.04	1.68E-06	0.11152	1.70E-06	0.112764
ENSG00000264616.1	ENST00000583905.1	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229472.1	ENST00000434926.1	230	3.82	0	0	0	0	0	3.41	3.45	0.0001139	10.157	0.000115157	10.2659
ENSG00000225246.1	ENST00000434010.1	821	572.92	0	0	0	0	0	0.02	0.02	5.57E-07	0.068175	5.63E-07	0.0688986
ENSG00000214185.3	ENST00000443317.1	2398	2149.92	6	0.04	0.04	6	0	0.04	0.04	0.0129416	0.0735956	0.0130822	0.0743907
ENSG00000250917.1	ENST00000512005.1	478	230.01	1	0.06	0.06	1	0	0.11	0.11	0.0023656	0.268684	0.00245178	0.271676
ENSG00000236456.1	ENST00000433096.1	585	336.97	7	0.27	0.27	7	0	0.31	0.31	0.117162	0.527117	0.118088	0.532473
ENSG00000272945.1	ENST00000609218.1	586	337.97	36	1.41	1.4	36	0	1.43	1.44	0.985834	1.89065	0.996371	1.91069
ENSG00000234087.1	ENST00000437424.1	115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201498.1	ENST00000364628.1	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234933.1	ENST00000456658.1	548	299.98	0	0	0	0	0	0.04	0.04	4.50E-07	0.130717	4.55E-07	0.132145
ENSG00000236388.1	ENST00000454205.1	299	51.32	0	0	0	0	0	0.25	0.26	2.31E-06	0.760599	2.34E-06	0.768808
ENSG00000231795.1	ENST00000418598.1	208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207997.1	ENST00000385262.1	94	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181741.7	ENST00000449115.1	551	302.98	0	0	0	0	0	0.04	0.04	4.17E-07	0.127404	4.22E-07	0.128847
ENSG00000206582.1	ENST00000383855.1	97	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231034.1	ENST00000450770.1	291	43.53	0	0	0	0	0	0.3	0.3	1.08E-06	0.891635	1.10E-06	0.901251
ENSG00000225336.2	ENST00000393368.2	573	324.97	0	0	0	0	0	0.04	0.04	2.91E-07	0.118902	2.94E-07	0.120199
ENSG00000207635.1	ENST00000384903.1	122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202150.1	ENST00000365280.1	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201151.1	ENST00000364281.1	72	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200301.1	ENST00000363431.1	118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269202.1	ENST00000594413.1	1542	1293.92	3	0.03	0.03	3	0	0.04	0.04	0.00732115	0.080067	0.00736759	0.0809069
ENSG00000264888.1	ENST00000578222.1	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126005.11	"ENST00000424358.1,ENST00000433764.1,ENST00000435366.1,ENST00000438751.1,ENST00000453892.1,ENST00000454184.1,ENST00000455178.1,ENST00000456350.1,ENST00000456790.1,ENST00000566203.2"	1123.12	875.05	1300.45	19.63	19.6	1300.47	1.46	19.75	19.96	18.5667	20.9273	18.768	21.1539
ENSG00000229230.2	"ENST00000421424.1,ENST00000434133.2"	148.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261582.1	ENST00000444717.1	529	280.99	3.36	0.16	0.16	3.45	0.7	0.21	0.21	0.0350666	0.40852	0.0353339	0.412808
ENSG00000235214.1	ENST00000429167.1	352	104.13	0	0	0	0	0	0.13	0.13	9.29E-07	0.375009	9.39E-07	0.37898
ENSG00000221763.1	ENST00000408836.1	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230155.2	"ENST00000416260.1,ENST00000444933.1,ENST00000453914.1"	523	274.99	0	0	0	0	0	0.15	0.15	0.0140255	0.313802	0.0141763	0.317247
ENSG00000268340.1	ENST00000599751.1	427	179.05	0	0	0	0	0	0.07	0.07	1.99E-07	0.216556	2.01E-07	0.218838
ENSG00000242507.2	"ENST00000419294.2,ENST00000422009.1,ENST00000432650.1,ENST00000450773.1"	1144	895.94	0	0	0	0	0	0.1	0.1	0.0112722	0.210735	0.0111543	0.21277
ENSG00000132801.5	"ENST00000255152.2,ENST00000454862.2"	2773	2524.92	519	2.72	2.71	519	0	2.69	2.71	2.46021	2.92174	2.48686	2.95348
ENSG00000224497.1	ENST00000456725.1	318	70.19	0	0	0	0	0	0.19	0.19	5.15E-07	0.556363	5.21E-07	0.562514
ENSG00000168612.4	"ENST00000372520.1,ENST00000372523.1"	2575.65	2327.57	918	5.21	5.2	918	0	5.15	5.21	4.77342	5.52481	4.82407	5.58357
